Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
19/6/2020,Palaiseau,La table du 107 ,84928945900018,Débit de boissons,2 repas ,Screenshot of madada.fr on 2023-11-03 at 10.07.43.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/hJ772DwTg1YNkIpowgccyA/LjpGJz3WEXmNJCzGVCxd3H8pfVNROQuCcGElDwET85lNRhUos7c06Y_fh2-Fs_CkCDtfZISz9B-IN6ZMPy-gAdZBywc8dbeVNbiha0GXyrkcELsCQw63LgJJvx9U3JyA2cOna3mFQE2R6paHpvdZoUuQCfnmGtNKxt61_6q4PN-VYChVSat1_gfhmU8GCT3y/uDBSZU6ComdzrqoQ8F-ykjD2W242-AgE-zi4XfHdT0w),"€37,80",Restauration,
1/1/2021,Palaiseau,The BBR,82341998100035,Restauration,Inconnu,Screenshot of madada.fr on 2023-11-03 at 10.08.19.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/KYZwxIDeRWQ4CeuKVEtjVA/Dv66qz213fM0OwiHDb9Qje-Z-8Cwj_ncekMsn4Bp5itjF8VYtfUfg0K_V1tsBr3RuX3lxii3Fwg9EwtrvpARpvmt3fCR_YuIyfFWWk3jUgmNjoXUYffUDXBGxdEF64jIpg2pfmXGejk9aXp9t42BBUqnqdpzjHhD1zk-w4jLJ8Db_g8-TDtMnFy-xsqA7OF8/zwAFOcOqlqiGvm2SZpfQfuNOBoyYcm8FaQdm09cASjQ),"€1575,00",Restauration,
20/12/2021,Palaiseau,Le Grey,80960040600015,Restauration traditionnelle ,3 Repas complets ,Screenshot of madada.fr on 2023-11-03 at 10.10.15.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/2kXWti9aTaxmU_hMDwU84w/sMZ6FaU_Zqfr7y1iLEVkUU-MqbH1ltL7zxCJ3GW0eYzjV5R8fNtUnHrTiupraqOMkZXTtXc3TMYzNMYP61GD7V4PIvNZJVFfFDepLRgg0aH8G2jhOflPItwnC8Wpl2azBIc069A7hlVPXH29xlm8ZwabreZH2Y-vhozT_rejOJcfRQlRWEHptk12rSJmo4Ky/ydqpbZotMAVCpsZZjvBAe-ygrVn7BJMAzVaj-oAPr6I),"€71,70",Restauration,
23/3/2021,Palaiseau,Le Soleil et le Vent , 43190101600029,Restauration traditionnelle ,Repas complet,Screenshot of madada.fr on 2023-11-03 at 10.13.01.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/5KRZTFjGoZkBXUOBtqzW0Q/CzI4jQg-OhSoX3i90mLC93UCzFAxm_9klVOBPB3v5bTEx4cYk5bxxcvhssePxl8OjktGJR0qIA_gP9NitgSdOSVmNWx5x33ZM7jC4GORQxkTjIXq0SAOtUlYCbycsSgNUcOQA-vBRpKxbmml0CHmyvOjV_MwMgYbb17L13egPFY0FmQ3mTQU_19Kz6VeLvif/s9k5LWfF3Aa0tB3ChCKyVHrRqWOlr2f3dWaDT1rchu0),"€24,50",Restauration,
28/5/2021,Palaiseau,Living Room ,50096647800033 ,Restauration traditionnelle ,"2 couverts, Badois, café, événemement, plat/déssert ",Screenshot of madada.fr on 2023-11-03 at 10.15.57.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/rboOt2ZEH-JLTDOAG5hElw/ZkyGEjmP4xVQQEWQVVSr-f49ufCs4HUhGWDSuAkKE_QaNJjcU4oVqyXEpW1u24IoL4oQzfLh56ibhcqCDRiL3TkpAFVw4r_hx3wDIxmcgCW06tgWOERvAvLmH5P784ufS3cieYCH36Ajkp0o2bCGhmYHaRQh9mgcccT2XR5s3l8j9gjJCyTWMWtYY8UTvsG2/4DnOZjYqm87VXRkxmkwPpn8eOcR_1HrCIvdQRPx-OEU),"€51,50",Restauration,
12/6/2021,Palaiseau,Saint Cyril ,85384114600014,Restauration traditionnelle ,3 repas complet,Capture d’écran 2023-11-03 à 10.28.08.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/LDfMG6G8PqlIBl4xirYxdQ/z8EVlcAtfQ2ugZxM4jWa4ivMGwtTRKEme5kqdmUlbQljG7TDeF7EFMXeKdqyZyy2E58u73AQJ01JVnujGYq-hH6k8CNZzmFE3YZtyES8lowhSSWst9vKUUc3sX3XIKQ4jY4JwgqsUccVOqEynWTBp6k3Mzu9AciofYNl_oKXOgE/sEUIas62ddYmRoGsvgIANoNjf5bxqVgZICQkITzp2QU),"€97,00",Restauration,
19/6/2021,Palaiseau,Le Paris,83901625000012,Restauration traditionnelle ,"1 coca, 2 plats, 1 pâtes, 2 bières",Capture d’écran 2023-11-03 à 10.28.58.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/sTf4-G0go-TDtsnX4PXk2A/VBUp_yp4fNB7AsZzZNse21OsqNjTa1qhK3ZwZjHwsJT6YG8iQh7ZZKAAaiIITPEXZ0TSIxSSv9amRkKBiMBcpBwPIgwgOuReglV2PvAKpY-awXs9jiJgqn2i-VHwJSOFeqwCzu_Qt3vVahtbvh4382Lo8qu_GzJUb_gzVuRRdRM/DjSL7yd28YI6GxOUeNJFERz7VoThSot3_x7pOfhw5xc),"€49,00",Restauration,
15/10/2021,Palaiseau,Le Grange de la Vallée ,85303680400013,Restauration traditionnelle ,repas ,Screenshot of madada.fr on 2023-11-03 at 10.21.47.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Lc_rKSuKhX5EbM4Mz-Vliw/XtINFf0UlEeAxZbT9G25JCd7FcmbBsjj5nUUkZ7LrhnEuxzY2q3Ryv_B8IshnMskfQEksn5rOWwUqtXWVHjzQZE3mwCSuGxeKKYuPEaU-wTiU7E_n0gD8Zy3lqOl3N_3tq488YneuenGHeB3ItRNrjefz0hF-bUscshf1i1-zFHnEx4Lz4h-6pqJ5KeKGreE/F17Weh6_195yDO0hMdhOE5N5mjlJIinM4ISvNqMx-lE),"€93,00",Restauration,
12/2/2022,Palaiseau,Taj Bollywood,82809664400012,Restauration traditionnelle ,repas,Screenshot of madada.fr on 2023-11-03 at 10.30.12.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/81pXBQG8ojNGvPM88ETcqg/1lcoJiQyquQjxM38O8oUrfgJ5BSgod6P-FB1TgpCoxjGjFgWo14cZuiyRfT9wIMEdbfDp1eFKq5hQMpWpTwFa_GdqzT1G9fc-jNX5NtS7eWNHMCNJWQcC4ZBDQnb5BXW6RZv_DXjV4DYmTEmlKiviv5X1oHd1O7OLlN5TLvuj32mToQE-g4qIbtX0m-EZh1r/D_4ltlfALHPNn0BICnBd6JqF9bwUjdF588ab2kZDiks),"€43,11",Restauration,
1/1/2022,Palaiseau,Inconnu,,Restauration,Repas ,Screenshot of madada.fr on 2023-11-03 at 10.32.16.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/nADhynOhUzR051_Nzijl8A/U3XU886yTFo1m69SkSNXHOGNTJt2MlY74nFiWqpPwYgRbCB4erYd_tl__M_pla_dBQfbDS6dCuQfgCcxBm__ZxGp-h_CmfPu-P3qcHId8dpb0fzRc4KtH6eVrcAb41MuZ3goR3GbDgCHLexbGuF4Zw9UfJ-1da8N7n8PXoeB8xZqZzGqIqDsMkFQg60vA6TQ/7yeNI10rwNuChPpyHlKoDwjxUWUCe4qRiwvApgaIzVk),"€74,00",Restauration,
8/4/2022,Palaiseau,Le Grey,80960040600015,Restauration traditionnelle ,2 Repas Complet,Screenshot of madada.fr on 2023-11-03 at 10.32.54.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/jYM-tVwGO9swqOc4JLqKvQ/CwBYzxNTpUaO50LB248mBMi5py3lxOYQHltfGPXSgnHrZxRZkaXNh3RC51uCvH40IIjpriUudBfTX85m1b7GqMJAoU375ZMQKdH8D5DfOQpz8Ar6uJteQx-dpjvOuUSU704G4M79lDUGyuW-i6wHa4RqrAQzA21urPj_mOzTjfyAZK6co08dIw9wi435CbhG/gy13DyPGpYt-mThDM2V5I1e9oCXD8tloF9pis9rz7fs),"€57,20",Restauration,
1/4/2022,Palaiseau,Inconnu,,Restauration,restaurant,Screenshot of madada.fr on 2023-11-03 at 10.36.33.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/mytXRTSPy-Sa8m5KPuitKQ/wsFyIiZBILDlOZO5zemaCrcztiBeeqzp5TcS24rglAjFO7HvMFYPPRbtBXsMiqioBkSed5pcLHyS7NhyWou97Sc-hdL7Z5TAfrejYmrGMMuWn290lzHP5Pug0n9AyciHwkgnG1YklPKoLsyh59ySPAKOZ9-q7F5o2sgcTqyVnFvVLv0BJ_ObFtLFBUWxwkzJ/mv0L5FblVTDDxGd5s6gmtJLXDPcFleLaQsqm8vrwh5s),"€73,00",Restauration,
10/6/2022,Palaiseau,BR,819573601,Restauration traditionnelle ,"Repas, café",Screenshot of madada.fr on 2023-11-03 at 10.37.25.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/h0KpxUI1slZGXIXdWCNjSg/eg3ezD2Ba30_5tyjLNtSsYU7iK0w5wMaZsYmQT2nQK67LVNQ3qQlhlA9MvscRwq7NYSeUWV62yuM6wCSzox0LSoOp018_718Olb1vFh8Yo_h5N5n4fXVl8BIMq4FhaoVxF2rgASclfz6dYlk6-ZfvmJ5XreyIv4SSRCN_gR2-7FCKu9tOzm5V8rEXjqHbGUK/A36mTEVXALHtkUa-N9lqnSGwUqM9ddqWocM8Of3B9yY),"€26,20",Restauration,
19/9/2022,Palaiseau,Zeyer,55213735800016,Restauration traditionnelle ,13 Elyes,Screenshot of madada.fr on 2023-11-03 at 10.39.08.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/9tjqr0judmmY_nC4tKvUXQ/TVKzJEOxmqY9vB8UdnFmeCsmzSCA4yly13v4S2hva11PH4-LniSziVC4YAkBWqYYeIrPP72uOfohe2BDWmx2D2rF0MNDkLuVUhnF8HgRpiFx63PACkVvl_sSc0UEdFArvVb6WiFHnNpTmF6iJRQ9Y7xgbdJlr3f8zb92rhNrxRDp0kuZfqTmKcMhZM4kZEsv/c5ftdSyxcBr9IXOpy0DMwy5jCmCswB2G4qKs1q4N3ko),"€30,00",Restauration,
7/10/2022,Palaiseau,Taj Bollywood ,82809664400012,Restauration traditionnelle ,Repas ,Screenshot of madada.fr on 2023-11-03 at 10.40.57.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/KCf4pBfCElFtHEIYk6FxCQ/iZKQ-dK1Z5KJOk13c8RrdiUFANwWhlzeBrMIztVvY4qHVZ-ca5Z1zPrykZnTp6eXsKGMCNNjqWfxZuzInADlclZsCnJW7ihRB1V-7oWe9tclFlpfyQTzMV43_Ugr1R5C9tLV_W43ALjK_c9swjkDMJR-VPctVSpRpYJhIWkcTpjdG_FIbyql3rYD1kxayH_3/4LKwAmbFBkVfCmAZzwN3gP2rOhzuldE1s99ecjRMcdo),"€36,50",Restauration,
10/10/2022,Palaiseau,TFCL,91199685800013,Débit de boissons,restauration/boissons,Screenshot of madada.fr on 2023-11-03 at 10.42.13.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/dAp6QcyV0hkXRHZuZIn-Sw/16DWfkenmOHNwMZKreHVfiIvzsQshILA4Iz9jneq4iK8hxhFyD7kdKC8_JqZfxJMd7otvCXhFVKCzbb5JaH4Yab61JCLaHUmoOKY6ZMaA0NdQCNSlKwU0_LkSCox9FkTpTd3SByNJUuLxMIZH6J98Gll6OOn35oMwQ1CELAA5Q_7AuxaDDsK-w96WpuUFtmy/_wRCm_Xpt-wmO26845yKCVLdmFkylLpl744c7vj0QY0),"€54,40",Restauration,
7/11/2022,Palaiseau,Zeyer,55213735800016,Restauration traditionnelle ,Boissons ,Screenshot of madada.fr on 2023-11-03 at 10.43.38.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/d4zxvMwFctLUURhQ8l8rPg/j5LY86NRizrNko7RYhX3YtDxRRlSLoxfNiF6ETrs_8mPHUMfUxfPEpOHhr_zxCOb6KORo0Kjt32Yc6NX_j94Me872Sdwa00tutoNZGUxvPNZ2UWm_OE3r5cuzjbld33EGuMTS2zaxz3tboukEYXLtWxe2Ci-zVwn7xZBm0PnH3sgE81L1SOCoMguxPctRq0g/u1qa2KySDZ8o5ILZmx00asw0BR9IhxSvzrKCQw4Gosg),"€59,20",Restauration,
12/12/2022,Palaiseau,Sas YP Gastronomie Palaiseau ,89953725200012,Charcuterie ,"Charcuterie, Fromage, Entrée Festives Froides ",Screenshot of madada.fr on 2023-11-03 at 10.45.43.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/VhVaHePK9uPaFX28ZQ7Wpg/b-gIugPWYnGJ3r2iAEhQEdLVV48-slg_di0wC1svOBaO-QnRVCBY3menUTQ9nNwVFuFMxajG9x2hQUmYzD3oK_ZKdUIES1JyH7VeC-KMRbVuZpnU4ELktHyJ9xDyM2vKytYcSJEsj-TPJ4vkN1LJrJ_0vSGaZxfflDxm-sktJSDqjMlNPAZ-_h5jdynQut9d/dlgXWvikUXzOvbVY9SftSG3yj8VHq-L6cj01ShJS_Fs),"€751,69",Restauration,
8/7/2022,Palaiseau,SAS Taxi Basile,81114257900010,Transports de voyageurs par taxis,Transport Taxi 8 places ,Screenshot of madada.fr on 2023-11-03 at 10.46.19.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fNanS3HDfTaUd1HlBYLJbg/AJSX7LmDk6RpAkxWi2V8Lck36JuwSXUmU8mWI-HCwzY5CSw-EmAKF-inf-zNGZMjRpKA23j5Fx-wc_A-gLqEatIffOiDz2LtKIsRRC4L0shLesHilPfFf6Cv1nKY0LXjnMuJZTaOhaycl1nKn8d3u5uFwCQX8kXhuvBauW54N5hTdLZVjPDVCtMdYndjqjqL/Dj305bzX23-dVJALLS6Ts6ezWdzXdRf46FaR_TWQiH8),"€50,00",Transport,
9/7/2022,Palaiseau,"L'atelier éphémere
",82103698500017,Restauration traditionnelle ,11 Repas complet,Screenshot of madada.fr on 2023-11-03 at 10.47.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/J0AQSe3CHExROr5McCKcmQ/hpU9-QHG0b6BTn7eioyoOR_7dUSIp0QDU7i8fFT2nNvZiGcR4skqO92QGJOEvDO0V51f_f4KfVbVkCfzu0uQR-CVgLbxsXjGtF9eHehc8QSYLXsxhIXz660gM_c43mpg6mckaQi6a8VOW8ru51jzF2BRR945tWUQ8-Cjxl8dgcCnB7CJw5pKWGEkMVLfmmWX/jfdhRqG7Y79N-7ssn8cQLtIbpecwLRxjtXbEEOjZ4kI),"€656,50",Restauration,
16/11/2022,Perpignan,La passerelle,75248695100011,Restauration traditionnelle ,,Screenshot of madada.fr on 2023-10-11 at 14.59.42.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/qi3jgSdJfeG70nMv-f1dGQ/lMIkIAntEvPOnN_GRbq0AyG17ubCyb59i5YKcGWD7KlqkZZWr9ErJGtLcFVpb2RnkB8d_ndB6JGBeO2JGw4XXFBtUhwhIeUZV3II_AnBQqQKqvpji0uILPXm2mrGoI3SBpCIMrEAXzBJR-GyPnGA7i6SIrytuN4n_fPXD5kJcBjPC44KnUVPTY6P5m_zZiN8/DD9tPNm9lfs6zLix_ZFk0BbIObC4BOJ-7J6rPDHBPt0),"€378,00",Restauration,
13/1/2023,Perpignan,L'arago,53909548900016,Restauration traditionnelle ,Président USAP asso + son adjoint le maire invité,Screenshot of madada.fr on 2023-10-11 at 15.00.45.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/m-c9JKJc89_vRfsVm_vj9g/cptIzORA0HvzBLJUkgFwuQFnAe5yjNj4ndkDvxC_Pvx3zkUoVPC_EaL9yXdKhWQC-bVszuKc-5_bYmukJmPOKujPl4LxwvYPfUQOIKEtE3ZjmTi6s1tQuqQJXSu6YD9bGkUxxMP_jlS29CY5_MyGtn8OwHKNZlM0WSl2mHHNeqVg6u_xlsGe9zx8Xn-tOwQX/KhDO2zJ85eFGqGDtFmJp4Uw2SmWzYOHm-LeCs9R_kMA),"€113,00",Restauration,
26/1/2023,Perpignan,Grand café de la bourse,33133937400026,Débits de boissons,Syndicat construction,Screenshot of madada.fr on 2023-10-11 at 15.02.53.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/GujhgdQO-boGpUTGkUlaig/uldZhcvZgeeyIknNLpQcvBtTIPyH756ybWfjxbs0hR-V0EhrMb2u2Eko6sLIlP7jeBswJL2tXj4b9qE7-i_7IxYfmnZM6Jy5MsPJySOQS_mhPY0Ujt7VI7KsN1RRjBEl0P6kM2oq5ARwpq8gA4WK3oIU3jQFVv1H8LW2f_eyK7O-DcSlaIAQzNnN7pZmc92F/tM-XDWnp1izMnI2JASHa1Wo67CpgsYqDf_Ov7JhJLXc),"€77,10",Restauration,
27/1/2023,Perpignan,Café vienne,39189480500012,Restauration traditionnelle ,Mme Pottier + 2 invités,Screenshot of madada.fr on 2023-10-11 at 15.04.34.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/4dCoDKys5Ss_KzCz6ye6Pg/W806eWZj1jpE-Mt12oGBQdZU7UzfQhBabImgyw0jIJ5QFQWkjhFLH2FM8VsI0x4WEq_jKC8wrkqpGYP5Hd1ozvGEsDPyebvQhPUm2NC_siNYktExEqLCRsSV6WvsTFso31g6mMS-ibgw2QPd_-yTipjUaha8KvMoJTRmBSxkbGohS2Kiqpxlwrtb4ET-0vuU/0hQBchrkGfSS1ugRMaxXmR6EgpX6E21zeCpH8FNgA8o),"€55,00",Restauration,
10/2/2023,Perpignan,Grand café de la bourse,33133937400026,Débits de boissons,"Maire, Gouudes (?), invités",Screenshot of madada.fr on 2023-10-11 at 15.07.13.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/7ks-cTHYI2cdeH9weBcFSQ/LVJN-EY0Fz3_dumZQuYwDvlUGkQguipCDDBfTbYoE68ZQXvwdfptqWHR3e1EclfqqTix1yMl5e9S26Qn5Yn_LAO5MfcXN29LPKvyPLtS-Kvz8GzFQN6pY77caq6t14E3C4a2-I4Znwla4J_SKed-YRJygtBaUvHbCIm9EdlToAlOsBDC1j770eFgeP7q3xdJ/eD0l1V8dcvWOD6Gi0XIYNG9FZ36rFFLlfy4bGQlt100),"€73,00",Restauration,
7/12/2022,Perpignan,SARL TRATTORIA,42214450100018,Restauration traditionnelle ,"1 plat du jour, 1 aioli, 1 tarte tatin, 2 omeletess, 2 verre de vin, 1 jus de fruits (M. le Maire, M.Didier, M.Poort)",Screenshot of madada.fr on 2023-10-25 at 14.36.26.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/J5bJ8I0vpM90oDgmppuqcg/joMRxb1MbbBVCZfszaoubCfk64iXwXZ-IDfOeCjV4Z9ic_O1SDCo1b5eSmfrY0nSA_JfsiMeBFbOmi3jEd5Qi5iw8GJWGH2WzAfqaDBl2k4VIs1g4B45AXsd-9roBqzfLna-dWiAErgvcTOJjyG5kWQs1qYDd1mgf8ltn-aq6xvC-UZrenC_NUuYIVbmPssE/ngJKEHTIZFadVX5qUkO_9j7sh_6Ag7BG80wC_Y7E3DM),"€96,00",Restauration,
9/12/2022,Perpignan,Grand café de la bourse,33133937400026,Débits de boissons,"2 vins rouges, 4 soupes, 1 terrine, 4 bavettes, 1 souris, 3 plats du jour, 8 cafés, 1 bière, 1 dessert, 1 salade (M.le Maire, M.Bort, M.Loubet, M.Belacel, M.Gue, M.Gatault, Mme. BERTRAN, M.Mocellin, M.BOLTE",Screenshot of madada.fr on 2023-10-25 at 14.40.05.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/QFwVekRp7VnPX7FRTSzxuA/aSukIxkBkx-1OALPeB29a3hZNB42iUxYSP2DMXOQPxIEb2YFq_O9mHgGohEoWncYS34vHKC-cjNqwasG6N3quXbLEUbX-I1C6HuArIXUJd6ga4KUZio1m_qMHgjGkaEOMPq_6JniIz3h3YuIiw5A3fuRsupznlOuRiPVQX66B68OzQIojiaGqBHbDjkWZykF/em7MaBD_Bs15QjPgfyBc1ReLY8oOpJ2NuuRjxvbiVLk),"€269,90",Restauration,
22/12/2022,Perpignan,MICHEL ROGER,78890013200010,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,"4 plateaux repas : menu avec entrée, plat desserts",Screenshot of madada.fr on 2023-10-25 at 14.41.43.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/VgJ3gggr_gZPPPyfhPMIOA/UMjQKhPAiFurxVVBw_Wa1crtUrivtrcFrBb8ckYKyWmu-KadJlengeinnaiK1tE6FBoDtquSakP7A7wdQTp5hYRJrGQvnmDM2cDHLoaGq603I9E8pTza7LEtgmiPOaE8VHzWTa_fm0QH6Q0fJXT6gEqyN-eWU6pBLJugXjrp_wgipyJgVouCZWqcu2hglX90/EI3WIv2VCwcJSCsQWsZTVxz9p_YNN8BGilFzzJNGUp0),"€83,42",Restauration,
12/12/2022,Perpignan,2C2S,80880896800016,Restauration traditionnelle ,"

2 couverts
(déplacement à toulous pour rencontre avec Green City Immobilier)",,"€84,10",Restauration,
13/2/2023,Perpignan,Mercure hôtels,,Hôtel,Chambre d'hôtel (rencontre avec les sponsors de Visa pour l'Image),Screenshot of madada.fr on 2023-10-25 at 14.48.14.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/QiG3Kr6jR8OZKqleS66HGg/fQi3pIx-ryuw6GXVDPL0xHoS7Sz2lnI7qhuynqAbGl3vll4mmbiwd1RdpaSb8eFHaNhpOnlPXUR9Rz4YfRkcp7A9BuvwPkGpqAviqS3UL7x3oq3v3wKbnEpwP6jYxfJAwGuzLhJzig7nV2yEapghL9FMzytzMGJBb_CxZipcX4tfwBVsoFubWJ9_qSPNDA6h/_0v1reP-7FgQWn7Hp-f3Ul-l6VVZi7WecwbbMPOs3Ak),"€73,00",Hôtel,
,Rodez,AUCUNE NOTE DE FRAIS DE 2020 A AUJOURD'HUI,,,,,"€0,00",,
1/1/2020,Saint-Aubin-de-Médoc,Inconnu,,Restauration,Frais de restauration,,"€129,00",Restauration,
1/1/2021,Saint-Aubin-de-Médoc,Inconnu,,Restauration,Frais de restauration,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/lrufC1tjHS1Eod0LiXLQGA/MZBMlyYwl40PoerLitGBDIe4N5WIaWLsR9ZgtcOmcXKNIc7tnpEowc0nnHs_uJnaJt_pTJ9K5kawhNAmH2faWrnZTa_nkqeAUAQhR2eQqYIO0dp7P7YDXGFQTv5O46J_tTB9umXm7JpcR98rrQ4jAQ/D6JBLg_SQ3QmZNqE5fXanQ-TplMdfTfdIP1Sp_yUYdg),"€257,50",Restauration,
1/1/2021,Saint-Aubin-de-Médoc,Inconnu,,aucune information,Frais de représentation,,"€50,00",Inconnu,
1/1/2022,Saint-Aubin-de-Médoc,Inconnu,,Transport,"Frais de déplacement
",,"€42,80",Transport,
1/1/2022,Saint-Aubin-de-Médoc,Inconnu,,Restauration,Frais de restauration,,"€212,35",Restauration,
1/1/2023,Saint-Aubin-de-Médoc,Inconnu,,Restauration,Frais de restauration,,"€162,30",Restauration,
18/11/2021,Saint-Genis-Laval,Best Western,44438505800029,Hôtels et hébergement similaire,Hébergement et petit déjeuner,Screenshot of madada.fr on 2023-11-03 at 15.20.19.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ww75mv9VMjKqUnq-XX29NA/UsiHttgm1FhPDclfXVqImMSp5T5Foc3dzJXQsX1UoXq83Vp-NCTzMuBXNCJgpdOtQBy-32mpEvqIegM-JSvlqPhfiMG0MUzz4SdIaJirJbwM_-V-hoxSdu7FVflzsdMjypse3evue8BpKISEmh4r8s2KuEljdQmJHD7ski5Ris9HQuGlS3JVAuljx7HWaPmn/uju9TaALtvZSqzz4BpkxHGN-H6v-6sEwxO7Nw-XodeU),"€708,64",Hôtel,
20/9/2021,Saint-Genis-Laval,La forêt noire,82062104300026,Restauration traditionnelle ,3 couverts,Screenshot of madada.fr on 2023-11-03 at 15.22.38.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/MKCLRC3cJCRgjMPiuSKJKg/jtukGBEIbyXbm9JueWegaPgAxJBq0-a4zSJhRXSuTF9_ArVWSdMVqWiR1mAaL8NaX4D9NPbehz0Q-rlO0pxn4NR37wNDoOuqg_zLArxSNyuvJE30MDsNTVCw0XoDRvJPCeQ95a_t3Jk9a0gwQlN0_YnWMpz4VrkhOqSSTYgCyRCA3HGi8EJZJ4X5khS2jCum/YVySlkC9qNSWesu0HsjuBTuZipaXPMbwjHXXdrHrv-4),"€76,60",Restauration,
18/11/2021,Saint-Genis-Laval,SNCF,55204944776279,Transport,Train lyon-paris,Screenshot of madada.fr on 2023-11-03 at 15.26.20.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/NDqpsXQ0Rh7Ve8bYXxMWNQ/2xrHj5CDF_q1KydThwS1F_1t-1OhB7SWwMrBzfdsKzX2pS9Q1Z-9V-BgAGub7aVE7WZnQE10u6u9db0Z1JMksBDU7irDK_8ZJpXIBQB2wPtEIBq-eifI7my1GPqR1ncAHj3U72beGWShfboJfMTUzk_idrhNHKEpApmpxaxZcWfXoY5qiclbK2GU_dw4cjqK/S7BxkSsY1CBQ9VFviQSkaHbPubbGja4hPhqJTtrlTR8),"€100,00",Transport,
,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,REMBOURSEMENT,Screenshot of madada.fr on 2023-11-03 at 15.29.01.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/7p09Go3Rpp1con_9kmRqbQ/lkdXTET5wTYAmC1ploVrAUvvz8j4RLAD6fXEDny5VnpBkTj7iaZ5Vkhs3y9kl212SqHZFChuyXxJuHpD9POB6vOUu57-irdjoBapJqFHdtdkNKpzjsqA3si_EysSiDTp7kfpwCL3j7x7yH9f_mFInY4l7Z599zBFxotgmle7QAbonSEHwBbGci5zkk_tp6FC/iwTt-ngyjex8Hon8qQNPGmuowtYxr4WvhaxeQVqhZjQ),,Transport,
25/4/2023,Saint-Genis-Laval,Inconnu,,Restauration,"Diner restaurant - déplacement à Tortosendo (Maire, adjointe a la culture, Maire et 1 élu de Tortosendo, 1 employé du service communication)",Screenshot of madada.fr on 2023-11-03 at 16.09.42.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/1vqUcpjv3OW9b6lbSC3v-w/3mqcVSa17e9uMmdYsEVhvKiDECiGWr0zhAgJO8AgcUja18ytnkbVdmYfUzVHKoLY3JhX-vEn6ADpytS1Mlc3ps-VSxvtf69U13T8cOHKBt8nRPRqTpa_CE8OKCI6c9bah0-jBFS8QG_4SmEchNhHF85DtJbwcOzubjY4zy9UOmRmbukcYYs-G8a2EX2mp6Jk/Zx7YeQjIQawLIJ2TNEeBxpYrNVj7TfmunSE9PjxJmks),"€141,45",Restauration,
16/8/2022,Saint-Genis-Laval,LE RESTAURANT BY MAISON MALARTRE,85216745100016,Restauration,2 repas,Screenshot of madada.fr on 2023-11-03 at 16.12.05.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/UgVmoAR8pkCeqOdSsr3Pvw/n9IFPCUN7Tt0pqOnRDrSR81YnnVNZzDiqO9VWObjmVSyNBFsgNAiKNwMA1-N6SpvQADTByOVlZ3uj4ABCHppeKfFry2sYrMiVEa8AMIMQqyRFcYMbf3j2-Dr1PoUCdtHSow1a4pQ6Egpz63kM4Zt3JVXMsfQZL7fxrqPlVrehNCvNgxmiMQ0cMdUBPFWisRG/x2oIniCPLwlVxyilp5cZeqvAO1SuLrmBx2sOYDKtuHM),"€42,00",Restauration,
