Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
15/4/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€22,03",Restauration,
27/1/2021,Strasbourg,BOULANGERIE PATISSERIE OLLAND,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€11,35",Restauration,
6/10/2021,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€30,25",Restauration,
15/11/2021,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€52,23",Restauration,
21/10/2021,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€20,00",Restauration,
6/10/2021,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€54,00",Restauration,
14/6/2021,Strasbourg,PONTOS,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€200,00",Restauration,
2/12/2020,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€18,00",Restauration,
9/1/2021,Strasbourg,HEILIGENSTEIN,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€7,30",Restauration,
23/12/2020,Strasbourg,PATISSERIE ST NICOLAS,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€10,02",Restauration,
26/1/2021,Strasbourg,BOULANGERIE PATISSERIE OLLAND,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€23,20",Restauration,
12/8/2020,Strasbourg,Inconnu,,Transport,Frais de déplacement : TOURS 2020.07.21,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Ok9lurP7Z0hIhiwvQ5Tj3A/heNjd_eXtH1i4lg5os-eRbxKmw-AWC0LC4gHyeA5_gEQT7W0W-XWIs_wqXGDRPtJhMy7ZAfUA5vdZ50P6nPYLO40BXJ7zWY9SqT9lWiSgIzqOn7KmRTIOLGWsz9rpCuru2cH_PQ0-cttSLwy_H1PzA/VfLP7h2cmQL1avPNWVSZ04eWu5BZpMgQinsaIvXz-sk),"€235,30",Transport,
4/1/2021,Strasbourg,BOULANGERIE PATISSERIE OLLAND,,Restauration,FRAIS DE PETIT DEJEUNER DE TRAVAIL MME LA MAIRE,"image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/uJt30VOFhJKNrRduxKrgKA/VCidLkM49WvGxer0PGue9MvqY-Yxj5UzECREbx7gaMPU76n8kkhZmi7NFaEmW_YAmZkENVbJVNIt3cm_e5Dg2cJwSGhg-FqtIpo26D1G_Ac00pFaoXFg93xosqk9eRBORk5luH0ab-7cDFcMr9RMVQ/83wKrJnBbbFBs5i3vbZvCgmFYomPfiBU1cs8Pqc3geE),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Bzx5QFhwLeEe0xQPcTEqww/Kmf0k5fRiKUkD0TzydEy6HOeOs03s-WcnGrL0ENc2Fj6Vt67xsdt8iHtgZizeVPbHFxFkvrRZ957YOwv4U9q77TImW0pdQ-DSs5c5hBLbMFIwIGvtQ6nwAGSuwufdHlui3_2_TJ9dQ86Eu0Evim_Cg/mGvMDJoZ7TBoH-Qp0bP0Jw-r5ir5HvSP0koe4DZt45E),image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/TKaHZzevfaI0d8z3s2qeCQ/Qo6gv_cRrO5JAa0yNl3Hb_I7NCMIeR6twdW-u3ZNAx1m56jSFQpuwm71WOMiSD-Dyq44VNsOM5MVH2-RW1OvZthVKIaWKr2RqBd__ngwHWeacEb4c94eU6FEBTACUSLxJsOC3gPll8DulQ_95eaZ1A/0ae3Qx9M4vbdYv3szpN8QVsGsrBHEkXqLB93WRPrnzc)","€11,25",Restauration,
16/3/2021,Strasbourg,Inconnu,,Transport,Frais de déplacement : PARIS 2021.03.05,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/_DAh3D4jHsFLi4WCLL7xEA/18Zphj0SHrYqs965s-PX3nHeV6tzeLjkkfXwf_oUk-liC3Ci8NR7s5EWj_SKJe5dvVBs6l5KsgUPMea4HyDMm4cVvcwSf26rXUym_l0rcUxE641M-8-J9rv56MYCC9zGft_gSwsrXYirRNMgFRajxQ/MrTiNzymh4uvJc6qcylwAoicZ1YMVs5379antB9SU9E),"€167,00",Transport,
16/10/2020,Strasbourg,Inconnu,,Transport,Frais de déplacement : PARIS 2020.09.24,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Uc8blkVsx2zPpkfDtxIrrQ/izW4QjGwftum9bCEF3jVj6Y2M38mSw1klVAZxEESODajj_ebG3TA6XWYZltWyu6_KOIrDX7YJniDB9nDSPmZcx-ue6yQjJktWD7RGyKdVfbkDMfn8UclWfq3x_yEhQwFvF-qifMHG3Ez1jl1TFjH0g/xIvMbllQqUWNhhMK_BCKUJ-rQo8H_v3Lw3FLwrXWn08),"€180,50",Transport,
23/3/2021,Strasbourg,Inconnu,,Transport,Frais de déplacement : LYON 2021.03.11,,"€238,00",Transport,
6/5/2021,Strasbourg,Inconnu,,Transport,Frais de déplacement : PARIS 2021.02.13,,"€131,60",Transport,
7/10/2021,Strasbourg,Inconnu,,Transport,Frais de déplacement : NANTES 2021.09.09,,"€235,60",Transport,
18/11/2021,Strasbourg,Inconnu,,Transport,Frais de déplacement : BERLIN 2021.09.25,,"€28,70",Transport,
11/9/2020,Thônes,Avis ,65202396103560,Location de courte durée de voitures et de véhicules automobiles légers,Location de voiture ,"Screenshot of madada.fr on 2023-11-03 at 11.03.16.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/b-H2scWcw6b0PMyQNz9vdw/hF6okxtbqQ_ryWkyThWz1Yu4T-NkZg3j7LLaI7mEcrPtPYLIEhPMWQcphhxOJ-ou5VtbRrffUMHIR4ZBsmOvwiB0OdL2XsAsCBGvCKhPUesl50jU0F7GUJluzFBxCBL1xY4mKIJVqTEPA2qU7toRYUsvvcapLE177fJj8G2szH5ADMzqaroankFOOpk-JhI0/GHNBW_7II_UCCvtjQPV3R49MvZcESGMqzNZ4flZ2Qi0),Screenshot of madada.fr on 2023-11-03 at 11.03.27.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/UYXcksp7ra2K_IK49VmaZQ/T8TvS3FWRjSWWvfAWv2uuGsapOXc5HTubpKbLr1jk1GoCORUyDc5Dv3xQQUdVaBM8gguR9-lYvyBL2YL2AkAdaYTmLbA7fSVP_ev21gRRHuIMUKIaK48-Z4r_2wX14x6qW6rMhPPqqud7-8f_1EQ1pJ26za8JedE1rN6kq1-Ds6gD94Zb1WULsU0Z6xTA6tc/t04U_jrEh7CFhqIUhiB-gwZbEWNRMALWDqUUgamZrDY)","€161,57",Transport,
11/9/2020,Thônes,Inconnu,,aucune information,Inconnu,Screenshot of madada.fr on 2023-11-03 at 11.06.22.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/mb_grqbcRE1_WGKZyrg72A/qtNuJrmrAr86mMSmSsInZT1xkiH7Xf_xRcZAtqN8aqEeeZC7JBWRoVtzCHvOOpVs6mAAEfP0eO-_aSyk56i_gfOse-__pmkxrhXOiSKnaBe8h39qbCU4U6shM5jFOx-hNfi747bDxWDON4JaDUHlPyyZiI87yTVZ3Ucfhr88ewO0VokAh9NFz2awe6VR9HJr/t7mkSRIAcN5Y4nSGTZeOzRD5_X8SbBYAoOiUX9xAAls),"€161,57",Inconnu,
28/5/2022,Toulon,Gan assurance,44901595700029,Activités des agents et courtiers d’assurances,assurance ,Screenshot of madada.fr on 2023-10-18 at 15.10.13.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ovMDVv5i1jGWK_htK6PV7w/9TOWIsYhqBHt2SYYxc9K0Mj4AsSH3BVT0T38ftz3Z0Xb6rZH7QpM4gLUicxYsPxVFAOOsE4bFrghuko-bshZPRxwZUsfbMSixQxWj2UEok6BwmFV5rWAp5ZMbvBLVK5Sf0Cj5feiBe5bEjsel409O2PxW8aMA0Pfd71DyJGfQ0HuOmYvD6_TJkSCzVjtgBJP/hijeAI7ZHAx5qrq2-pWcfA8LXzOR7BTkENbPmkv-H9g),"€759,36",Banque et assurance,
1/9/2022,Toulon,"Oscar 
SAS Bernard Zaquin (chemiserie)
",72950205400061,Commerce de détail d’habillement en magasin spécialisé,3 chemisiers Hugo Boss,Screenshot of madada.fr on 2023-10-18 at 15.14.06.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/HDrdZl4ciDAMVGnVB6Bq4Q/g7tuZSBcthZWeWAYbL042EDB7WDLBSL-10FOzZef3Od1BbAnDcxwfL_VB4HtDQvqXrTooFguAO3jsZZOwQU9tB4FdRmYZkL-ygiq08cKN2sEvEB3tK0eebQcFscAIrWFUTAbgemJQ5Y3bCWotZIGXkPOLGvXxF_ol2No_URzElW-_J3zqygBsg_ObL8xFwhk/Bejr8zNI9hI6BedXzkZWwLfN-EvuMSo6Af3Zbw4BdIA),"€150,00",Vêtements,
25/7/2022,Toulon,"Oscar 
SAS Bernard Zaquin (chemiserie)",72950205400061,Commerce de détail d’habillement en magasin spécialisé,"2 cravates
1 polo Colmar 
1 bermuda 
1 jeans 
1 polo
1 chemise 
",Screenshot of madada.fr on 2023-10-18 at 15.28.49.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/wEcYhWrzMYR-Z-j2lyECBg/d_9jPljkpeaWUG9kQ629trI7GNiM2lIn7gIz8cPpGuWWABA7WNAPNqoLZ0lOLrMRJM35iEqaln_Agg8r-J2GPMaSGwsJWUMg1Njiy38Svp80epssuW3KBtO3_Pz02XP9Rl7bhjEn2THbNZPDnPWIvYzOWmA9i03w1BEh7yEcZ3z-PKCzNuBmoZtCfoKWSl0a/8ueTpv6amlA4Z1JC13GrLGsMEFenoWfrs8Qfg14Smb0),"€625,00",Vêtements,
10/9/2022,Toulon,"Oscar 
SAS Barnard Zaquin  (chemiserie)",72950205400061,Commerce de détail d’habillement en magasin spécialisé,2 polos Colmar ,Screenshot of madada.fr on 2023-10-18 at 15.30.15.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/oIODm6QQwDcu2r8RL2GB9w/dBpkMk7I_CEasgTK18zamJNjZfyW2Q6z3gYFKAJowKfsdHBgOqfqMH4KMtQAy9OjX-FZ2mlwMpmGT7ERE7AY3sonZkKlkTiDlVX1pdUusUcFG1NuYcbecUHAMtA0vVcAs8mbzQ2nUNPU1nsMhhOkOP1bRKNFJMX5THg5fYMdYTBAa-w8y-B_IQzEtcmPBscL/A9XhvBkiChdKlzUpurhQa_wD8OMDxjiJEgNsFkv9AF0),"€115,00",Vêtements,
